urdb_rate_id,urdb_rate_id_new
539f7316ec4f024411ecf8e1,539f7316ec4f024411ecf8e1
539fc012ec4f024c27d8988d,539fca13ec4f024d2f53f7c8
539f6b16ec4f024411ec9813,539f6b16ec4f024411ec9813
5b1ab3445457a3357ece813b,5b1ab3bf5457a3aa22ce813b
539f6b17ec4f024411ec9879,539f6b17ec4f024411ec9879
539f6edfec4f024411ecc7d7,539f6edfec4f024411ecc7d7
539fb58fec4f024bc1dbf6a7,539fb58fec4f024bc1dbf6a7
539fcb45ec4f024d2f540424,539fcb45ec4f024d2f540424
539fc1b7ec4f024c27d8a9cf,539fc1b7ec4f024c27d8a9cf
539f6fa9ec4f024411ecd0db,539f6fa9ec4f024411ecd0db
539f6d6dec4f024411ecb5e1,539f6d6dec4f024411ecb5e1
539fcaaeec4f024d2f53fe6c,539fcaaeec4f024d2f53fe6c
539fc06cec4f024c27d89c57,539fc06cec4f024c27d89c57
539f6fcaec4f024411ecd273,539f6fcaec4f024411ecd273
539f6ae9ec4f024411ec959f,53bb0809ec4f0220a5c5b1f2
539f6bceec4f024411eca1df,539fbce1ec4f024c27d87513
5d5d6f855457a3a56af1ab35,685f3b475313746a2306b241
5d5d6ea55457a3a910f1ab35,685edfd0d5983547ae09e0d1
5cd0ad9d5457a3176654e9d6,5cd0ad9d5457a3176654e9d6
5d5d82f85457a3b13af1ab35,6866c818e1238595350ca2b8
