urdb_rate_id,urdb_rate_id_new
539f6f44ec4f024411ecccad,539f6f44ec4f024411ecccad
539f6fdaec4f024411ecd35d,539fb908ec4f024bc1dc1e59
539f6a7fec4f024411ec9065,539fb8adec4f024bc1dc19c7
539f763dec4f024411ed1d1d,539f763dec4f024411ed1d1d
539fbeb5ec4f024c27d88989,6261ca96e979f5791a2521f5
539fcafcec4f024d2f540146,539fcafcec4f024d2f540146
539fc0dbec4f024c27d8a0eb,539fc0dbec4f024c27d8a0eb
53c834ee5257a35e5c4c6ff2,53c834ee5257a35e5c4c6ff2
539fb761ec4f024bc1dc0b0f,539fb761ec4f024bc1dc0b0f
5c48ce5e5457a32306427930,5c48ce5e5457a32306427930
5c48d93f5457a3640342792f,5c48d93f5457a3640342792f
539fc91bec4f024d2f53edaa,539fc91bec4f024d2f53edaa
539fc873ec4f024d2f53e6ae,539fc873ec4f024d2f53e6ae
539fb49bec4f024bc1dbeb2d,539fb49bec4f024bc1dbeb2d
53bd871a5257a3b8678b4567,53bd871a5257a3b8678b4567
539fb61aec4f024bc1dbfc63,539fb61aec4f024bc1dbfc63
539f7260ec4f024411ecf0ff,539f7260ec4f024411ecf0ff
5d7136a55457a37d2a466f68,668479c17ba7fc0e710f9f2d
5b55fa535457a3dd1226b8f8,5b55fa535457a3dd1226b8f8
5b74895a5457a3e932af0aea,5b74895a5457a3e932af0aea
5d7136085457a3842a466f68,668479bb7ba7fc0e710f9f2c
5c3626975457a3d12c91e8cb,64fe422621473735830cc1c9
5c48e57f5457a3670a427930,5c48e57f5457a3670a427930
