urdb_rate_id,urdb_rate_id_new
5d2358555457a39a7bdc131f,6759ef01c5babc88b40fe425
5d235bbf5457a35b7fdc131d,675b3c7d9b23f1cf58027e69
55e9abdf5457a3f80b8e8004,55e9abdf5457a3f80b8e8004
539fbda3ec4f024c27d87dbf,539fbda3ec4f024c27d87dbf
5d5ebc7e5457a3b924f1ab36,66573ec0514578a56c0fb6aa
5d5ec4625457a3a81df1ab37,6657400f62ab24c52303b13e
5d2351c95457a39a7bdc131e,6759eef7d731a5d4d806803a
5d23642d5457a32379dc131e,675b4b21ed3b41c33603efeb
55f6fa8c5457a3d82cb0a96b,55f6fa8c5457a3d82cb0a96b
55f6fb975457a37324b0a96c,55f6fb975457a37324b0a96c
5575c86b5457a3dc4d8ba376,68781f4372ca7df91d0c1df8
5575c73e5457a3984c8ba378,68781dbdffcc8e1d050fa090
5575c85f5457a3984c8ba379,68781edf65c930276d0ce260
5575c7af5457a3964c8ba379,68781e45d4b3983e900f51fc
5575c6505457a3de4d8ba379,68781d4f194097833107aeae
53a32c2d5257a319280add35,53a32c2d5257a319280add35
539fbfb3ec4f024c27d89483,539fbfb3ec4f024c27d89483
5575c5475457a3f3748ba379,6877e4a0194097833107aeaa
5d5ec38c5457a34920f1ab35,66573f5d5393f99f150a6505
5d5ebdf15457a3b020f1ab36,66573ec0514578a56c0fb6aa
5d234c9d5457a39a7bdc131d,6759cfb6ab9afd98fa09bc98
5d234dcb5457a30d7adc131d,6759cfb6ab9afd98fa09bc98
5d5eae915457a3a755f1ab35,66564a880aac568e69010e9b
5d4affc15457a3943addb2db,5d4affc15457a3943addb2db
5d5ec2fd5457a3a81df1ab36,66573f5d5393f99f150a6505
