urdb_rate_id,urdb_rate_id_new
539f7315ec4f024411ecf8a7,539f7315ec4f024411ecf8a7
5b74b5995457a3784eaf0aec,5b74b5995457a3784eaf0aec
539f70e5ec4f024411ecdfeb,539f70e5ec4f024411ecdfeb
539fcb22ec4f024d2f5402e8,539fcb22ec4f024d2f5402e8
539f72b0ec4f024411ecf41b,539f72b0ec4f024411ecf41b
539f6fcbec4f024411ecd2e1,539f6fcbec4f024411ecd2e1
539f73d4ec4f024411ed0179,539f73d4ec4f024411ed0179
539fc1efec4f024c27d8ac43,64da5d8f4088acca2e07897c
539fb434ec4f024bc1dbe66f,539fb434ec4f024bc1dbe66f
539fb858ec4f024bc1dc1609,539fb858ec4f024bc1dc1609
539fb3edec4f024bc1dbe351,539fb3edec4f024bc1dbe351
539fb8aeec4f024bc1dc1a0d,539fb8aeec4f024bc1dc1a0d
5b3117265457a33c498367bf,5b3117265457a33c498367bf
5b77495f5457a3b064af0aec,5b77495f5457a3b064af0aec
539f6a64ec4f024411ec8f35,539f6d9dec4f024411ecb7ff
539fc0c8ec4f024c27d8a055,539fc0c8ec4f024c27d8a055
539f705fec4f024411ecd957,539fc0ecec4f024c27d8a141
539fc0ecec4f024c27d8a141,539fc0ecec4f024c27d8a141
539f70e4ec4f024411ecdf91,539fc0c8ec4f024c27d8a055
539fc033ec4f024c27d8999b,539fc033ec4f024c27d8999b
541b20a75257a3b77adaf905,541b20a75257a3b77adaf905
53d95b695257a379669598a6,53d95b695257a379669598a6
539fc9d6ec4f024d2f53f566,539fc9d6ec4f024d2f53f566
539f764dec4f024411ed1d9b,539f764dec4f024411ed1d9b
54184b4b5257a3473865dec5,54184b4b5257a3473865dec5
5b5f811a5457a31f19409a7b,5b5f811a5457a31f19409a7b
539fb48bec4f024bc1dbeac7,539fb48bec4f024bc1dbeac7
5d1512f35457a35717de8452,66903c686606c30e12093635
5d1513c15457a3274ade8450,66903d10806a6be58d0b088e
539f762dec4f024411ed1c3b,539f762dec4f024411ed1c3b
539fb773ec4f024bc1dc0c27,539fb773ec4f024bc1dc0c27
5d6584395457a39b16c68cdb,67d32c3fe3755f399109c6fd
5b7212e75457a3da79af0aec,5b730e305457a33312af0aeb
5b730e305457a33312af0aeb,5b730e305457a33312af0aeb
5b4634835457a3e51da907e9,5b4634835457a3e51da907e9
5d1b76b85457a3ac3ea745b6,5d1b76b85457a3ac3ea745b6
539fbaaeec4f024bc1dc3085,539fbaaeec4f024bc1dc3085
5d25f6735457a3bb1edc131d,67d341e4d5858da7d106f838
539fb4c0ec4f024bc1dbed4b,539fb4c0ec4f024bc1dbed4b
5d236be85457a3af7cdc131d,67e18718ba6ade890a066aae
5d6584d25457a39b16c68cdc,67d32c46e3755f399109c6fe
5cca2042b718b3716b5cf5d0,5cca2042b718b3716b5cf5d0
5cd0ad9d5457a3176654e9d6,5cd0ad9d5457a3176654e9d6
539fb91bec4f024bc1dc1f11,539fb91bec4f024bc1dc1f11
