urdb_rate_id,urdb_rate_id_new
539fb400ec4f024bc1dbe477,539fc83eec4f024d2f53e4ba
539fc434ec4f024c27d8c461,539fc434ec4f024c27d8c461
539f70b3ec4f024411ecdd77,539f70b3ec4f024411ecdd77
539fb65eec4f024bc1dbff5d,539fb65eec4f024bc1dbff5d
539fbdecec4f024c27d880f1,539fbdecec4f024c27d880f1
539fc490ec4f024c27d8c825,539fc490ec4f024c27d8c825
539fcb6fec4f024d2f540632,539fcb6fec4f024d2f540632
539fc202ec4f024c27d8accb,539fc202ec4f024c27d8accb
539fc99eec4f024d2f53f362,539fc99eec4f024d2f53f362
539fb992ec4f024bc1dc23f3,539fb992ec4f024bc1dc23f3
539fc782ec4f024d2f53dcb2,539fc782ec4f024d2f53dcb2
539fbcadec4f024c27d872b3,539fca73ec4f024d2f53fbda
539fbf7fec4f024c27d8924f,539fca73ec4f024d2f53fbda
539f7106ec4f024411ece161,539fb49cec4f024bc1dbeb5b
539fca73ec4f024d2f53fbda,539fca73ec4f024d2f53fbda
5d091e015457a3b655474943,6850a2359670d5240a0049af
5e611a915457a3cf56019406,5e611a915457a3cf56019406
5b0dab845457a3880c733307,5b0dab845457a3880c733307
