urdb_rate_id,urdb_rate_id_new
539fc06aec4f024c27d89bff,61afc7195457a3a30288e80b
539fc7a8ec4f024d2f53de8c,539fc7a8ec4f024d2f53de8c
539fb400ec4f024bc1dbe493,539fb400ec4f024bc1dbe493
539fb760ec4f024bc1dc0ae5,539fb760ec4f024bc1dc0ae5
539f71f9ec4f024411ecebdf,539f71f9ec4f024411ecebdf
539fc3eaec4f024c27d8c111,539fc3eaec4f024c27d8c111
539fb422ec4f024bc1dbe5cf,539fb422ec4f024bc1dbe5cf
539fc0c7ec4f024c27d8a031,539fc0c7ec4f024c27d8a031
539f747cec4f024411ed08c9,539f747cec4f024411ed08c9
539f75b1ec4f024411ed16b1,539f75b1ec4f024411ed16b1
539fb446ec4f024bc1dbe77f,539fb446ec4f024bc1dbe77f
539fc23aec4f024c27d8af59,539fc23aec4f024c27d8af59
539fca99ec4f024d2f53fd7c,539fca99ec4f024d2f53fd7c
539f6d8cec4f024411ecb77f,539f6d8cec4f024411ecb77f
539fb60aec4f024bc1dbfc0f,539fb60aec4f024bc1dbfc0f
5b71d59d5457a3dd79af0aeb,5b71d59d5457a3dd79af0aeb
59259d9a5457a3f37dde90e0,59259d9a5457a3f37dde90e0
5ece818c5457a3724c8a9bd7,5ece818c5457a3724c8a9bd7
592601f75457a3b126de90e1,592601f75457a3b126de90e1
