urdb_rate_id,urdb_rate_id_new
539fb4e2ec4f024bc1dbee85,539fb4e2ec4f024bc1dbee85
539fc124ec4f024c27d8a37b,539fc124ec4f024c27d8a37b
539fc9e8ec4f024d2f53f61e,539fc9e8ec4f024d2f53f61e
539fc975ec4f024d2f53f15a,539fc975ec4f024d2f53f15a
539fba8cec4f024bc1dc2f61,539fba8cec4f024bc1dc2f61
539f759dec4f024411ed15e1,539f759dec4f024411ed15e1
55c272f65457a3e011e28f8a,55c272f65457a3e011e28f8a
55c279df5457a3c80ee28f8b,55c279df5457a3c80ee28f8b
55c271595457a3c676e28f8a,55c271595457a3c676e28f8a
55c2779a5457a3fd0ae28f8c,55c2779a5457a3fd0ae28f8c
55c271a85457a3c80ee28f8a,55c271a85457a3c80ee28f8a
55c273055457a3c70ce28f88,55c273055457a3c70ce28f88
55c279da5457a39013e28f8c,55c279da5457a39013e28f8c
55c275a15457a39068e28f88,55c275a15457a39068e28f88
539fc045ec4f024c27d89a89,539fc045ec4f024c27d89a89
539fb423ec4f024bc1dbe5f9,539fc4b6ec4f024c27d8ca15
539fb800ec4f024bc1dc1253,539fc045ec4f024c27d89a89
539fb761ec4f024bc1dc0b27,539fb761ec4f024bc1dc0b27
539fb9d8ec4f024bc1dc2737,539fb9d8ec4f024bc1dc2737
539f748eec4f024411ed096d,539f748eec4f024411ed096d
539fc23aec4f024c27d8af4f,539fc23aec4f024c27d8af4f
539f7162ec4f024411ece559,539f7162ec4f024411ece559
539fc90aec4f024d2f53ed5e,539fc90aec4f024d2f53ed5e
539fc91dec4f024d2f53ee20,539fc91dec4f024d2f53ee20
539f6accec4f024411ec9449,539f6accec4f024411ec9449
539f6f43ec4f024411eccc2d,539f6f43ec4f024411eccc2d
539f6b34ec4f024411ec99c3,539f6b34ec4f024411ec99c3
539fc84fec4f024d2f53e4ec,539fc84fec4f024d2f53e4ec
539fbf0eec4f024c27d88cff,539fbf0eec4f024c27d88cff
539f6a8eec4f024411ec9119,539f746bec4f024411ed07f9
539f724fec4f024411ecefdd,539fcb6fec4f024d2f54060a
53a057665257a3176f04ca0f,53a057665257a3176f04ca0f
55dcbbdd5457a31463687725,55dcbbdd5457a31463687725
539fcb34ec4f024d2f54036c,539fcb34ec4f024d2f54036c
539fbffeec4f024c27d897b3,539fbffeec4f024c27d897b3
539f705fec4f024411ecd963,539f705fec4f024411ecd963
539f6a55ec4f024411ec8e57,539f712aec4f024411ece2eb
539fca99ec4f024d2f53fd7a,539fca99ec4f024d2f53fd7a
539f763cec4f024411ed1cf3,53bb0807ec4f0220997efde3
539f736aec4f024411ecfc9b,539f736aec4f024411ecfc9b
539fbda2ec4f024c27d87d63,539fbda2ec4f024c27d87d63
53eb8b535257a368616fb30f,53eb8b535257a368616fb30f
539f6a72ec4f024411ec900d,539fbfd7ec4f024c27d895a1
53eb892d5257a369626fb30e,53eb892d5257a369626fb30e
53eb88235257a34f5f6fb30e,53eb88235257a34f5f6fb30e
539fb7deec4f024bc1dc110b,539fb7eeec4f024bc1dc1123
539fb57cec4f024bc1dbf539,539fb57cec4f024bc1dbf539
539f6a72ec4f024411ec9001,539f6a72ec4f024411ec9001
5dc45f675457a37b0cf6a94f,5dc45f675457a37b0cf6a94f
5dc460ef5457a38c24f6a94f,5dc460ef5457a38c24f6a94f
53beadbc5257a37b15b4b9fd,53beadbc5257a37b15b4b9fd
5d0807035457a3a676474943,688099521ed11411230c3a2d
5d08087c5457a35477474943,58da9a445457a3351f3d33cc
53beb1135257a36a17b4b9fd,53beb1135257a36a17b4b9fd
5dc45b5f5457a3a34bf6a950,6880a7966fb46106090cf01a
59c155295457a30453bbb27c,59c157e15457a39741bbb27c
53beafb85257a3e715b4ba00,53beafb85257a3e715b4ba00
5ece818c5457a3724c8a9bd7,5ece818c5457a3724c8a9bd7
53bebbcf5257a30e16b4ba03,53bebbcf5257a30e16b4ba03
