urdb_rate_id,urdb_rate_id_new
539fc0eeec4f024c27d8a1b5,539fc0eeec4f024c27d8a1b5
539f6fa8ec4f024411ecd099,539fb92cec4f024bc1dc1f99
539f74a0ec4f024411ed0a1d,539f74a0ec4f024411ed0a1d
539fc1c9ec4f024c27d8aa77,539fc1c9ec4f024c27d8aa77
539fb48cec4f024bc1dbead7,539fb48cec4f024bc1dbead7
539fbf6bec4f024c27d8910b,539fbf6bec4f024c27d8910b
539fb9d9ec4f024bc1dc2783,539fb9d9ec4f024bc1dc2783
539fc803ec4f024d2f53e22a,539fc803ec4f024d2f53e22a
539fbd25ec4f024c27d8785b,539fbd25ec4f024c27d8785b
539fb784ec4f024bc1dc0cb9,539fb784ec4f024bc1dc0cb9
539fb8c1ec4f024bc1dc1aeb,6409f8b89720ee909508ba7f
539fc9afec4f024d2f53f3de,539fc9afec4f024d2f53f3de
539f723eec4f024411eceef1,539fc4f0ec4f024c27d8cc77
539fbf7eec4f024c27d8921d,539fc331ec4f024c27d8b963
539fc331ec4f024c27d8b963,539fc331ec4f024c27d8b963
57196af65457a3e215fc9aff,57196af65457a3e215fc9aff
5668938a5457a3b210b1cdd6,5668938a5457a3b210b1cdd6
539fb62bec4f024bc1dbfd37,539fb62bec4f024bc1dbfd37
57196ac45457a31d2dfc9aff,57196af65457a3e215fc9aff
56342c0d5457a3e022bc06b2,56342c0d5457a3e022bc06b2
539f6fbaec4f024411ecd1e1,539f6fbaec4f024411ecd1e1
539fb70dec4f024bc1dc073f,539fb70dec4f024bc1dc073f
5b6b275c5457a34f4d571c6d,5ff331bf5457a3147fd15717
5b69f90e5457a3b51f571c6c,5fc508665457a32705a0adea
5b69f5425457a3aa22571c6c,5fc507f65457a33005a0adea
5b6b2bf45457a3f178571c6c,5ff331ea5457a33617d15717
539fb6a5ec4f024bc1dc030f,539fb6a5ec4f024bc1dc030f
5e611a915457a3cf56019406,5e611a915457a3cf56019406
539fcbc4ec4f024d2f540972,539fcbc4ec4f024d2f540972
