urdb_rate_id,urdb_rate_id_new
539fb7dcec4f024bc1dc1069,539fb7dcec4f024bc1dc1069
539f6abbec4f024411ec93ab,539f6abbec4f024411ec93ab
5d14e24d5457a35317de8450,67e45d038ed413ec7100efee
5d14f0cc5457a3f020de8452,67e44d12f8390f1d08040af1
56ea38735457a38c55544165,56ea38735457a38c55544165
5d14f1ce5457a34b17de8451,67e45c82b734c7e0380bd758
5d14da975457a3964ede8450,67e44c4bf8390f1d08040af0
5cb4fb8a5457a31e189b6ec3,5d14da6e5457a31b46de8451
5d14e5055457a34e17de8450,67e44e6c26554948b2037ed0
571137ff5457a3852be65442,571137ff5457a3852be65442
5d14e63e5457a3f020de8451,67e8907f34addc7bdc03673e
5cdc6b2b5457a3b42240c5d4,66a13c7501e0b9f62c0545fc
539f6eefec4f024411ecc851,539f6eefec4f024411ecc851
539fb784ec4f024bc1dc0cbf,539fb784ec4f024bc1dc0cbf
5d641aec5457a3bd01c68cdb,66abbafdaa6246692a01429f
5e611a915457a3cf56019406,5e611a915457a3cf56019406
571145af5457a33422e65443,571145af5457a33422e65443
