ba,year,elec_price_res,elec_price_com,elec_price_ind,elec_price_trans,nerc_region_abbr,scenario
p1,2014,0.17361437,0.1571851,0.12204268000000001,0.15010999,NWPP,AEO2025 Alternative Transportation
p1,2015,0.17361437,0.1571851,0.12204268000000001,0.15010999,NWPP,AEO2025 Alternative Transportation
p1,2016,0.17361437,0.1571851,0.12204268000000001,0.15010999,NWPP,AEO2025 Alternative Transportation
p1,2017,0.17361437,0.1571851,0.12204268000000001,0.15010999,NWPP,AEO2025 Alternative Transportation
p1,2018,0.17361437,0.1571851,0.12204268000000001,0.15010999,NWPP,AEO2025 Alternative Transportation
p1,2019,0.17361437,0.1571851,0.12204268000000001,0.15010999,NWPP,AEO2025 Alternative Transportation
p1,2020,0.17361437,0.1571851,0.12204268000000001,0.15010999,NWPP,AEO2025 Alternative Transportation
p1,2021,0.17361437,0.1571851,0.12204268000000001,0.15010999,NWPP,AEO2025 Alternative Transportation
p1,2022,0.17361437,0.1571851,0.12204268000000001,0.15010999,NWPP,AEO2025 Alternative Transportation
p1,2023,0.17361437,0.1571851,0.12204268000000001,0.15010999,NWPP,AEO2025 Alternative Transportation
p1,2024,0.17361437,0.1571851,0.12204268000000001,0.15010999,NWPP,AEO2025 Alternative Transportation
p1,2025,0.16677713,0.14696415,0.11279153000000001,0.1417351,NWPP,AEO2025 Alternative Transportation
p1,2026,0.12942610999999998,0.1077556,0.07357155,0.10353791,NWPP,AEO2025 Alternative Transportation
p1,2027,0.11420416,0.09269548999999999,0.06380556,0.08719728,NWPP,AEO2025 Alternative Transportation
p1,2028,0.11329351000000001,0.09097039999999999,0.06184678,0.08521699999999999,NWPP,AEO2025 Alternative Transportation
p1,2029,0.11506269,0.09137736,0.06238018,0.08544385,NWPP,AEO2025 Alternative Transportation
p1,2030,0.11878601,0.09349608,0.06412195999999999,0.08736249000000001,NWPP,AEO2025 Alternative Transportation
p1,2031,0.12316656999999999,0.0958812,0.06584037999999999,0.08952575,NWPP,AEO2025 Alternative Transportation
p1,2032,0.12759776,0.09825127,0.06789606,0.09171550999999999,NWPP,AEO2025 Alternative Transportation
p1,2033,0.13153114,0.09987470999999999,0.06923354,0.09307178,NWPP,AEO2025 Alternative Transportation
p1,2034,0.13624042,0.10224817,0.07119398,0.09505476,NWPP,AEO2025 Alternative Transportation
p1,2035,0.14105112,0.10446125,0.07283519,0.09689346,NWPP,AEO2025 Alternative Transportation
