ba,year,elec_price_res,elec_price_com,elec_price_ind,elec_price_trans,nerc_region_abbr,scenario
p1,2014,0.17334693999999998,0.15692311,0.12183608,0.14991198,NWPP,AEO2025 Low Oil and Gas Supply
p1,2015,0.17334693999999998,0.15692311,0.12183608,0.14991198,NWPP,AEO2025 Low Oil and Gas Supply
p1,2016,0.17334693999999998,0.15692311,0.12183608,0.14991198,NWPP,AEO2025 Low Oil and Gas Supply
p1,2017,0.17334693999999998,0.15692311,0.12183608,0.14991198,NWPP,AEO2025 Low Oil and Gas Supply
p1,2018,0.17334693999999998,0.15692311,0.12183608,0.14991198,NWPP,AEO2025 Low Oil and Gas Supply
p1,2019,0.17334693999999998,0.15692311,0.12183608,0.14991198,NWPP,AEO2025 Low Oil and Gas Supply
p1,2020,0.17334693999999998,0.15692311,0.12183608,0.14991198,NWPP,AEO2025 Low Oil and Gas Supply
p1,2021,0.17334693999999998,0.15692311,0.12183608,0.14991198,NWPP,AEO2025 Low Oil and Gas Supply
p1,2022,0.17334693999999998,0.15692311,0.12183608,0.14991198,NWPP,AEO2025 Low Oil and Gas Supply
p1,2023,0.17334693999999998,0.15692311,0.12183608,0.14991198,NWPP,AEO2025 Low Oil and Gas Supply
p1,2024,0.17334693999999998,0.15692311,0.12183608,0.14991198,NWPP,AEO2025 Low Oil and Gas Supply
p1,2025,0.16303421,0.14287119,0.10859894,0.13817659000000002,NWPP,AEO2025 Low Oil and Gas Supply
p1,2026,0.12923921,0.10745616999999999,0.07356984999999999,0.10334977000000001,NWPP,AEO2025 Low Oil and Gas Supply
p1,2027,0.11677304,0.09489242,0.06541677,0.08947820000000001,NWPP,AEO2025 Low Oil and Gas Supply
p1,2028,0.11883832,0.0962532,0.06695492,0.09019187000000001,NWPP,AEO2025 Low Oil and Gas Supply
p1,2029,0.12113523000000001,0.09722357000000001,0.06811902,0.09111632,NWPP,AEO2025 Low Oil and Gas Supply
p1,2030,0.12501436,0.09972321,0.07012836,0.09345361,NWPP,AEO2025 Low Oil and Gas Supply
p1,2031,0.12806694,0.10079962999999999,0.07048837,0.09445028000000001,NWPP,AEO2025 Low Oil and Gas Supply
p1,2032,0.13201341,0.10285315,0.07259564,0.09638222,NWPP,AEO2025 Low Oil and Gas Supply
p1,2033,0.13496449,0.1040015,0.07569473,0.09750679,NWPP,AEO2025 Low Oil and Gas Supply
p1,2034,0.13814149,0.10565109,0.07902063,0.09902703,NWPP,AEO2025 Low Oil and Gas Supply
p1,2035,0.14179761,0.10745452999999999,0.08091680999999999,0.10078218,NWPP,AEO2025 Low Oil and Gas Supply
p1,2036,0.14428946,0.10816216000000001,0.08188611999999999,0.10144995,NWPP,AEO2025 Low Oil and Gas Supply
p1,2037,0.14974924,0.11106803,0.08089524000000001,0.10430228,NWPP,AEO2025 Low Oil and Gas Supply
p1,2038,0.15390945,0.11407365,0.08360664,0.10747917,NWPP,AEO2025 Low Oil and Gas Supply
p1,2039,0.16082943,0.11945992,0.08739142,0.11287269,NWPP,AEO2025 Low Oil and Gas Supply
p1,2040,0.16545685,0.1224394,0.09171716999999999,0.11563474,NWPP,AEO2025 Low Oil and Gas Supply
p1,2041,0.1704752,0.12540693,0.09390439,0.11886507,NWPP,AEO2025 Low Oil and Gas Supply
p1,2042,0.17967680000000003,0.13331841,0.10126165999999999,0.12612861,NWPP,AEO2025 Low Oil and Gas Supply
p1,2043,0.18783241,0.13944016,0.10612247999999999,0.13179155,NWPP,AEO2025 Low Oil and Gas Supply
p1,2044,0.19162389999999999,0.14126413,0.10808337999999999,0.13365387,NWPP,AEO2025 Low Oil and Gas Supply
p1,2045,0.19359194,0.14172399,0.10953866,0.13478134,NWPP,AEO2025 Low Oil and Gas Supply
p1,2046,0.19990666999999998,0.14510752999999998,0.10950625,0.13752379,NWPP,AEO2025 Low Oil and Gas Supply
p1,2047,0.20626774,0.14947018,0.11334704999999999,0.14165915,NWPP,AEO2025 Low Oil and Gas Supply
p1,2048,0.21408032999999999,0.15556105,0.12053522,0.14738972,NWPP,AEO2025 Low Oil and Gas Supply
p1,2049,0.22470116,0.16288628,0.1246703,0.15458179,NWPP,AEO2025 Low Oil and Gas Supply
p1,2050,0.23290775,0.16834126000000002,0.12903941,0.15987607,NWPP,AEO2025 Low Oil and Gas Supply
p2,2014,0.17334693999999998,0.15692311,0.12183608,0.14991198,NWPP,AEO2025 Low Oil and Gas Supply
p2,2015,0.17334693999999998,0.15692311,0.12183608,0.14991198,NWPP,AEO2025 Low Oil and Gas Supply
p2,2016,0.17334693999999998,0.15692311,0.12183608,0.14991198,NWPP,AEO2025 Low Oil and Gas Supply
p2,2017,0.17334693999999998,0.15692311,0.12183608,0.14991198,NWPP,AEO2025 Low Oil and Gas Supply
p2,2018,0.17334693999999998,0.15692311,0.12183608,0.14991198,NWPP,AEO2025 Low Oil and Gas Supply
p2,2019,0.17334693999999998,0.15692311,0.12183608,0.14991198,NWPP,AEO2025 Low Oil and Gas Supply
p2,2020,0.17334693999999998,0.15692311,0.12183608,0.14991198,NWPP,AEO2025 Low Oil and Gas Supply
p2,2021,0.17334693999999998,0.15692311,0.12183608,0.14991198,NWPP,AEO2025 Low Oil and Gas Supply
p2,2022,0.17334693999999998,0.15692311,0.12183608,0.14991198,NWPP,AEO2025 Low Oil and Gas Supply
p2,2023,0.17334693999999998,0.15692311,0.12183608,0.14991198,NWPP,AEO2025 Low Oil and Gas Supply
p2,2024,0.17334693999999998,0.15692311,0.12183608,0.14991198,NWPP,AEO2025 Low Oil and Gas Supply
p2,2025,0.16303421,0.14287119,0.10859894,0.13817659000000002,NWPP,AEO2025 Low Oil and Gas Supply
p2,2026,0.12923921,0.10745616999999999,0.07356984999999999,0.10334977000000001,NWPP,AEO2025 Low Oil and Gas Supply
p2,2027,0.11677304,0.09489242,0.06541677,0.08947820000000001,NWPP,AEO2025 Low Oil and Gas Supply
p2,2028,0.11883832,0.0962532,0.06695492,0.09019187000000001,NWPP,AEO2025 Low Oil and Gas Supply
p2,2029,0.12113523000000001,0.09722357000000001,0.06811902,0.09111632,NWPP,AEO2025 Low Oil and Gas Supply
p2,2030,0.12501436,0.09972321,0.07012836,0.09345361,NWPP,AEO2025 Low Oil and Gas Supply
p2,2031,0.12806694,0.10079962999999999,0.07048837,0.09445028000000001,NWPP,AEO2025 Low Oil and Gas Supply
p2,2032,0.13201341,0.10285315,0.07259564,0.09638222,NWPP,AEO2025 Low Oil and Gas Supply
p2,2033,0.13496449,0.1040015,0.07569473,0.09750679,NWPP,AEO2025 Low Oil and Gas Supply
p2,2034,0.13814149,0.10565109,0.07902063,0.09902703,NWPP,AEO2025 Low Oil and Gas Supply
p2,2035,0.14179761,0.10745452999999999,0.08091680999999999,0.10078218,NWPP,AEO2025 Low Oil and Gas Supply
p2,2036,0.14428946,0.10816216000000001,0.08188611999999999,0.10144995,NWPP,AEO2025 Low Oil and Gas Supply
p2,2037,0.14974924,0.11106803,0.08089524000000001,0.10430228,NWPP,AEO2025 Low Oil and Gas Supply
p2,2038,0.15390945,0.11407365,0.08360664,0.10747917,NWPP,AEO2025 Low Oil and Gas Supply
p2,2039,0.16082943,0.11945992,0.08739142,0.11287269,NWPP,AEO2025 Low Oil and Gas Supply
p2,2040,0.16545685,0.1224394,0.09171716999999999,0.11563474,NWPP,AEO2025 Low Oil and Gas Supply
p2,2041,0.1704752,0.12540693,0.09390439,0.11886507,NWPP,AEO2025 Low Oil and Gas Supply
p2,2042,0.17967680000000003,0.13331841,0.10126165999999999,0.12612861,NWPP,AEO2025 Low Oil and Gas Supply
p2,2043,0.18783241,0.13944016,0.10612247999999999,0.13179155,NWPP,AEO2025 Low Oil and Gas Supply
p2,2044,0.19162389999999999,0.14126413,0.10808337999999999,0.13365387,NWPP,AEO2025 Low Oil and Gas Supply
p2,2045,0.19359194,0.14172399,0.10953866,0.13478134,NWPP,AEO2025 Low Oil and Gas Supply
p2,2046,0.19990666999999998,0.14510752999999998,0.10950625,0.13752379,NWPP,AEO2025 Low Oil and Gas Supply
p2,2047,0.20626774,0.14947018,0.11334704999999999,0.14165915,NWPP,AEO2025 Low Oil and Gas Supply
p2,2048,0.21408032999999999,0.15556105,0.12053522,0.14738972,NWPP,AEO2025 Low Oil and Gas Supply
p2,2049,0.22470116,0.16288628,0.1246703,0.15458179,NWPP,AEO2025 Low Oil and Gas Supply
p2,2050,0.23290775,0.16834126000000002,0.12903941,0.15987607,NWPP,AEO2025 Low Oil and Gas Supply
p3,2014,0.17334693999999998,0.15692311,0.12183608,0.14991198,NWPP,AEO2025 Low Oil and Gas Supply
p3,2015,0.17334693999999998,0.15692311,0.12183608,0.14991198,NWPP,AEO2025 Low Oil and Gas Supply
p3,2016,0.17334693999999998,0.15692311,0.12183608,0.14991198,NWPP,AEO2025 Low Oil and Gas Supply
p3,2017,0.17334693999999998,0.15692311,0.12183608,0.14991198,NWPP,AEO2025 Low Oil and Gas Supply
p3,2018,0.17334693999999998,0.15692311,0.12183608,0.14991198,NWPP,AEO2025 Low Oil and Gas Supply
p3,2019,0.17334693999999998,0.15692311,0.12183608,0.14991198,NWPP,AEO2025 Low Oil and Gas Supply
p3,2020,0.17334693999999998,0.15692311,0.12183608,0.14991198,NWPP,AEO2025 Low Oil and Gas Supply
p3,2021,0.17334693999999998,0.15692311,0.12183608,0.14991198,NWPP,AEO2025 Low Oil and Gas Supply
p3,2022,0.17334693999999998,0.15692311,0.12183608,0.14991198,NWPP,AEO2025 Low Oil and Gas Supply
p3,2023,0.17334693999999998,0.15692311,0.12183608,0.14991198,NWPP,AEO2025 Low Oil and Gas Supply
p3,2024,0.17334693999999998,0.15692311,0.12183608,0.14991198,NWPP,AEO2025 Low Oil and Gas Supply
p3,2025,0.16303421,0.14287119,0.10859894,0.13817659000000002,NWPP,AEO2025 Low Oil and Gas Supply
p3,2026,0.12923921,0.10745616999999999,0.07356984999999999,0.10334977000000001,NWPP,AEO2025 Low Oil and Gas Supply
p3,2027,0.11677304,0.09489242,0.06541677,0.08947820000000001,NWPP,AEO2025 Low Oil and Gas Supply
p3,2028,0.11883832,0.0962532,0.06695492,0.09019187000000001,NWPP,AEO2025 Low Oil and Gas Supply
